site_name,latitude,longitude,confidence,error_margin_m,state,town,bulletin_issue,pdf_page,location_basis,version_note
MHC recon: Glen Echo Lake shore camps,42.163568,-71.991148,weak,1500,MA,Charlton,MHC Reconnaissance Survey Town Report: Charlton (1984),,Report: banks of Glenecho pond probably locations for short-term Contact occupations; placed on Glen Echo Lake; [verified] HomeTownLocator page blocked by robots.txt; unconfirmed,v7: coordinate verified
MHC recon: Prindle Lake shore camps,42.113056,-71.995639,weak,1500,MA,Charlton,MHC Reconnaissance Survey Town Report: Charlton (1984),,Report: banks of Prindle pond in the southwest probably short-term occupation locations; placed on Prindle Lake off Prindle Hill Rd; [verified] Mass.gov Prindle Lake page blocked by robots.txt; unconfirmed,v7: coordinate verified
MHC recon: Stage Harbor Contact locale,41.668000,-69.965000,medium,900,MA,Chatham,MHC Reconnaissance Survey Town Report: Chatham (1984),,"Report: Champlain spent about three weeks in the Stage Harbor area; shellfish beds of Stage Harbor exploited; placed on Stage Harbor; [verified] Wikipedia: Stage Harbor Light 41.6586,-69.9836 at harbor mouth; point within broader harbor.",v7: coordinate verified
MHC recon: Monomoyick settlement (Monomoy),41.640000,-69.987000,weak,3000,MA,Chatham,MHC Reconnaissance Survey Town Report: Chatham (1984),,"Report: Monomoy Island still bears the name of the original settlement and native tribal area Monomoyick; placed on north Monomoy; [verified] Monomoy NWR region (~41.55,-70.00) per Wikipedia confirms general area",v7: coordinate verified
MHC recon: Monomesset Neck (Nickerson's Neck),41.699000,-69.938000,weak,1500,MA,Chatham,MHC Reconnaissance Survey Town Report: Chatham (1984),,"Report: native place name Monomesset Neck (Nickersons Neck) cited as evidence of Contact settlement; placed on Nickerson's Neck, Pleasant Bay; [verified] HMDB Nickerson marker (41.7086,-69.9869) documents different site, not the neck.",v7: coordinate verified
MHC recon: Cotchpinicut Neck,41.706673,-69.950798,weak,800,MA,Chatham,MHC Reconnaissance Survey Town Report: Chatham (1984),,"Report: Cotchpinicut Neck cited among native place names indicating settlement; placed at Cotchpinicut Rd/Landing, North Chatham; [verified] Corrected via listing on Cotchpinicut Rd, North Chatham, MA",v7: coordinate verified
MHC recon: Monnamoiet River (Muddy Creek),41.710000,-70.017000,weak,1500,MA,Chatham/Harwich,MHC Reconnaissance Survey Town Report: Chatham (1984),,Report: Monnamoiet River (Muddy Creek) cited as native place name indicating Contact settlement; placed on Muddy Creek at the Chatham-Harwich line; [verified] Search found only general refs; Topozone fetch blocked (403); unconfirmed,v7: coordinate verified
MHC recon: Robbins Hill site and cornfields,42.585090,-71.365060,medium,600,MA,Chelmsford,MHC Reconnaissance Survey Town Report: Chelmsford (April 1980),,"Report: probable Contact sites on Robbins Hill and native corn fields still reported there prior to 1660; placed at the mapped Robbins Hill summit; [verified] OK: HomeTownLocator/GeoView confirm Robbins Hill at 42.58509,-71.36506 (exact match).",v7: coordinate verified
MHC recon: Black Brook-River Meadow Brook terrace,42.618000,-71.341000,weak,1500,MA,Chelmsford,MHC Reconnaissance Survey Town Report: Chelmsford (April 1980),,Report: probable Contact sites on the terrace between Black and River Meadow Brooks; placed near their junction toward Middlesex Village; [verified] HomeTownLocator page blocked by robots.txt; no coordinate confirmed for this confluence.,v7: coordinate verified
MHC recon: Heart Pond site cluster,42.565604,-71.388186,weak,800,MA,Chelmsford,MHC Reconnaissance Survey Town Report: Chelmsford (April 1980),,"Report: unspecified native sites reported around Heart Pond; placed on Heart Pond; [verified] Matches Wikipedia Heart Pond, Chelmsford coordinates exactly",v7: coordinate verified
MHC recon: Westford Street site (NE of Route 3),42.606000,-71.377000,weak,1500,MA,Chelmsford,MHC Reconnaissance Survey Town Report: Chelmsford (April 1980),,Report: unspecified native sites along Westford Street NE of the Route 3 intersection; placed just NE of that crossing; [verified] No source pins this junction; Moovit fetch blocked by robots.txt,v7: coordinate verified
MHC recon: Winnisimmet Street burials,42.394000,-71.037000,medium,500,MA,Chelsea,MHC Reconnaissance Survey Town Report: Chelsea (November 1980),,"Report: Contact period burials noted near Winnisimmet Street; placed on Winnisimmet St near Chelsea Square; [verified] Winnisimmet St address (42.38878,-71.03969) confirms street exists near Chelsea Square area.",v7: coordinate verified
MHC recon: Powder Horn Hill burials,42.401232,-71.029919,medium,500,MA,Chelsea,MHC Reconnaissance Survey Town Report: Chelsea (November 1980),,"Report: Contact period burials noted on Powderhorn Hill; placed at the mapped Powder Horn Hill summit; [verified] HomeTownLocator/topozone/peakbagger confirm Powder Horn Hill, Chelsea; fetch blocked by robots.txt.",v7: coordinate verified
MHC recon: Island End River sites (Navy Hospital land),42.391000,-71.052000,weak,1500,MA,Chelsea,MHC Reconnaissance Survey Town Report: Chelsea (November 1980),,"Report: sites likely along the Island End River, especially less disturbed areas of the Navy Hospital property; placed between the river and Admiral's Hill; [verified] Wikipedia Island End River page gives no coordinates; unconfirmed",v7: coordinate verified
MHC recon: Mill Creek sites,42.397000,-71.061000,weak,1500,MA,Chelsea,MHC Reconnaissance Survey Town Report: Chelsea (November 1980),,Report: sites likely along Mill Creek; placed on Mill Creek at the Chelsea-Everett line; [verified] Wikipedia Chelsea Creek describes Mill Creek's course but gives no coordinates,v7: coordinate verified
"MHC recon: reputed last Pequot village, Westfield River",42.383000,-72.878000,weak,1500,MA,Chesterfield,MHC Reconnaissance Survey Town Report: Chesterfield (October 1982),,"Report: reputed site of the last Pequot village near the Westfield River and Partridge Road junction on the river's southern floodplain; placed on the East Branch near the Gorge; [verified] Wikipedia Chesterfield Gorge at 42.39306,-72.88000, within margin",v7: coordinate verified
MHC recon: southeastern Chesterfield upland encampment (Kidd's Lookout/Bofa Hill),42.378000,-72.800000,weak,2000,MA,Chesterfield,MHC Reconnaissance Survey Town Report: Chesterfield (October 1982),,"Report: greatest possibility of extant Contact sites in SE Chesterfield, notably Bofa Hill and Kidd's Lookout; Kidd's Lookout is a high hill in eastern Chesterfield; [verified] MHC Chesterfield report found (same source); no independent coordinate for Kidd's Lookout/Bofa Hill",v7: coordinate verified
"MHC recon: Indian Wading Place, Chicopee River",42.144700,-72.608300,weak,1500,MA,Chicopee,MHC Reconnaissance Survey Town Report: Chicopee (April 1982),,Report: primary north-south Connecticut valley trail crossed at the reported Indian Wading Place on the Chicopee River opposite Szot Park; placed at that crossing; [verified] Searched; no confirmable coordinate for Szot Park river crossing found,v7: coordinate verified
MHC recon: Willimansett river bluff site,42.171000,-72.608000,weak,1500,MA,Chicopee,MHC Reconnaissance Survey Town Report: Chicopee (April 1982),,"Report: native sites reported at the Willimansett river bluff, on bluffs overlooking the Connecticut River; placed on the bluff W of Chicopee St (Rt 116); [verified] Wikipedia Willimansett article gives no coordinates; bluff site location unconfirmed.",v7: coordinate verified
MHC recon: Chicopee Falls native settlement area,42.159000,-72.574000,weak,1500,MA,Chicopee,MHC Reconnaissance Survey Town Report: Chicopee (April 1982),,Report: the only specific reference to native settlement areas was in the vicinity of Chicopee Falls; placed at the falls on the Chicopee River; [verified] WebFetch to travelmath.com (Chicopee Falls) returned 403; no coordinate confirmed.,v7: coordinate verified
MHC recon: Menemsha Pond site concentration,41.345000,-70.762000,weak,1200,MA,Chilmark,MHC Reconnaissance Survey Town Report: Chilmark (1984),,"Report: the Menemsha, Squibnocket Pond and Peares Point areas have known site concentrations; placed on Menemsha Pond; [verified] Wikipedia Menemsha Pond (41.339,-70.774) close to existing point in this site-concentration area.",v7: coordinate verified
"MHC recon: Old South Road native trail, north of Chilmark Pond",41.342000,-70.722000,weak,2000,MA,Chilmark,MHC Reconnaissance Survey Town Report: Chilmark (1984),,"Report: a native trail ran E-W on the north side of Chilmark Pond in the area of Old South Road linking the Takemmy and Nashowakemmuck sachemships; [verified] Chilmark town center 41.343,-70.745 (Wikipedia); Chilmark Pond area consistent",v7: coordinate verified
MHC recon: Clamshell Pond east shore sites,42.428500,-71.678000,weak,600,MA,Clinton,MHC Reconnaissance Survey Town Report: Clinton (1983),,"Report: native sites on the east side of Clamshell Pond and fishing there from nearby base camps; placed on Clamshell Pond off Clamshell Rd; [verified] Mass.gov confirms Clamshell Pond, Clinton near Wachusett Reservoir; no coord listed",v7: coordinate verified
MHC recon: Mossy Pond sites,42.418274,-71.699014,weak,1500,MA,Clinton,MHC Reconnaissance Survey Town Report: Clinton (1983),,Report: possible native sites at Mossy Pond and fishing along it; placed on Mossy Pond; [verified] HomeTownLocator page blocked by robots.txt; unconfirmed,v7: coordinate verified
MHC recon: South Meadow Pond sites,42.401000,-71.703000,weak,1500,MA,Clinton,MHC Reconnaissance Survey Town Report: Clinton (1983),,Report: area exploited for fishing along South Meadow Pond with possible horticulture on adjacent knolls; pond lies about 1.5 mi SW of Clinton centre; [verified] Search inconclusive; Wikipedia's South Meadow Pond is a different pond (Plymouth Co),v7: coordinate verified
MHC recon: Nashua River falls sites,42.403610,-71.687780,medium,500,MA,Clinton,MHC Reconnaissance Survey Town Report: Clinton (1983),,"Report: native sites in the Nashua River valley corridor including riverine falls sites; placed at the Nashua River falls below Wachusett Dam; [verified] Wikipedia: Wachusett Dam at 42.403610,-71.687780; falls sit just below dam",v7: coordinate verified
MHC recon: Straits Pond shore site area,42.252000,-70.844000,weak,1500,MA,Cohasset,MHC Reconnaissance Survey Town Report: Cohasset (1979),,Town history lists site areas incl. Late Woodland components on the shore of Straits Pond; placed on the Cohasset (south) shore.; [verified] WebFetch to hookandbullet.com (Straits Pond) blocked by robots; no coordinate confirmed.,v7: coordinate verified
MHC recon: Cooper's Island site (Little Harbor west side),42.244000,-70.815000,weak,1500,MA,Cohasset,MHC Reconnaissance Survey Town Report: Cohasset (1979),,Listed site area at Cooper's Island on the west side of Little Harbor; placed at the island in Little Harbor.; [verified] Cohasset history page confirms Cooper's Island exists but gives no coordinates,v7: coordinate verified
MHC recon: Little Harbor entrance site (north side),42.247000,-70.807000,weak,1500,MA,Cohasset,MHC Reconnaissance Survey Town Report: Cohasset (1979),,"Listed site area at the entrance to Little Harbor, north side; placed at the harbour mouth.; [verified] Birdinghotspots page confirms Little Harbor, Cohasset but gives no coordinates.",v7: coordinate verified
MHC recon: Government Island occupation,42.238060,-70.789170,medium,250,MA,Cohasset,MHC Reconnaissance Survey Town Report: Cohasset (1979),,Probable Contact period occupation on Government Island; placed on the island in Cohasset Harbor.; [verified] Corrected to Wikipedia Government Island Historic District coordinates.,v7: coordinate verified
MHC recon: Lily Pond winter camp area,42.233000,-70.818000,weak,800,MA,Cohasset,MHC Reconnaissance Survey Town Report: Cohasset (1979),,"Probable Contact period winter sites in the vicinity of Lily Pond (Bigelow 1898); placed at the pond.; [verified] USGS site 421337070490301 (Lily Pond, Cohasset) decodes to 42.2269,-70.8175; within margin.",v7: coordinate verified
MHC recon: Beechwood winter camp area,42.210630,-70.820110,medium,800,MA,Cohasset,MHC Reconnaissance Survey Town Report: Cohasset (1979),,"Probable Contact period winter sites in the vicinity of Beechwood; placed at Beechwood village.; [verified] Corrected toward Beechwood Cemetery (Find A Grave) coords, Cohasset, ~2km from prior point.",v7: coordinate verified
